"Year","Area","Street","Street.2"
2012,"Birmingham","New St Station",""
2012,"Birmingham","New St Station",""
2012,"Birmingham","New St Station",""
2012,"Birmingham","New St Station",""
2012,"Birmingham","New St Station",""
2012,"Birmingham","New St Station, Birmingham",""
2012,"Birmingham","New St Station, Birmingham",""
2012,"Birmingham","New St Station",""
2012,"Birmingham","New St, Birmingham",""
2012,"Birmingham","New St, City Centre",""
2012,"Birmingham","New St, City Centre",""
2012,"Birmingham","New St, City Centre",""
2012,"Birmingham","New St, City Centre",""
2012,"Birmingham","New St, City Centre",""
2012,"Birmingham","New St, City Centre",""
2012,"Birmingham","Newtown Drive, Newtown",""
2012,"Birmingham","Ninehva Rd",""
2012,"Birmingham","Nineva Rd, Handlworth",""
2012,"Birmingham","Ninevah Rd, Birmingham",""
2012,"Birmingham","Niniva Rd, Handsworth",""
2012,"Birmingham","O/S Bliss Nightclub",""
2012,"Birmingham","O/S Bliss, Broad St",""
2012,"Birmingham","O/S Gatecrasher, Broad St",""
2012,"Birmingham","O/S Gatecrasher, Broad St",""
2012,"Birmingham","O/S Gatecrasher, Broad St",""
2012,"Birmingham","O/S Gatecrasher, Broad St",""
2012,"Birmingham","O/S Gatecrasher, Broad St",""
2012,"Birmingham","O/S New St Train Station",""
2012,"Birmingham","O/S Ricco, Broad St",""
2012,"Birmingham","O/S St Martins Hospital, Bull Ring Area",""
2012,"Birmingham","O/S St Martins Hospital, Bull Ring Area",""
2012,"Birmingham","O/S Thornhill Rd Police Station",""
2012,"Birmingham","O/S Walkabout Broad St",""
2012,"Birmingham","O/S Walkabout, Broad St",""
2012,"Birmingham","O/S Walkabout, Broad St, Birmingham",""
2012,"Birmingham","O2 Acadamy,Bristol St",""
2012,"Birmingham","O2 Academy, Birmingham",""
2012,"Birmingham","Old Snow Hill",""
2012,"Birmingham","Outside Arcadia Centre, City Centre",""
2012,"Birmingham","Outside Bliss,Broad St",""
2012,"Birmingham","Outside The Village Ph Digbeth",""
2012,"Birmingham","Oxford St, Digbeth",""
2012,"Birmingham","Oxhill Rd, Handsworth, Birmingham",""
2012,"Birmingham","Paradise Circus, Birmingham",""
2012,"Birmingham","Paradise Circus, City Centre",""
2012,"Birmingham","Paradise Forum",""
2012,"Birmingham","Paradise Forum",""
2012,"Birmingham","Park Rd",""
2012,"Birmingham","Park St",""
2012,"Birmingham","Park St",""
2012,"Birmingham","Peel St",""
2012,"Birmingham","Pershore St, City Centre",""
2012,"Birmingham","Pershore St, City Centre",""
2012,"Birmingham","Pic S H/A",""
2012,"Birmingham","Platform 7, Birmingham New St",""
2012,"Birmingham","Princip St",""
2012,"Birmingham","Prior Queens Way",""
2012,"Birmingham","Priory Queensway",""
2012,"Birmingham","Priory Square",""
2012,"Birmingham","Putney Rd, Handsworth",""
2012,"Birmingham","Queens Way",""
2012,"Birmingham","Queens Way, Birmingham City Centre",""
2012,"Birmingham","Queslett Rd, Great Barr",""
2012,"Birmingham","Rainbow Bar, Digbeth, Birmingham",""
2012,"Birmingham","Rainbow Warehouse Club",""
2012,"Birmingham","Rainbow Warehouse Club",""
2012,"Birmingham","Rea St, Digbeth",""
2012,"Birmingham","Rea St, City Centre",""
2012,"Birmingham","Reception Area Of Ibis Hotel, Ladywell Walk",""
2012,"Birmingham","Richmond Rd, Stechford",""
2012,"Birmingham","Rococco, Broad St, Birmingham",""
2012,"Birmingham","Rookery Rd",""
2012,"Birmingham","Rushden St, Ladywood",""
2012,"Birmingham","Sainsbury Oldbury",""
2012,"Birmingham","Sandon Rd",""
2012,"Birmingham","Sheepcote St Back Of Brindley Place",""
2012,"Birmingham","Sherlock St",""
2012,"Birmingham","Sherlock St, Birmingham",""
2012,"Birmingham","Small Brook, Queensway",""
2012,"Birmingham","Smallbrook Queensway",""
2012,"Birmingham","Smallbrook Queensway",""
2012,"Birmingham","Smallbrook Queensway",""
2012,"Birmingham","Smallbrook Queensway",""
2012,"Birmingham","Smallbrook Queensway",""
2012,"Birmingham","Smallbrook Queensway",""
2012,"Birmingham","Smallbrook Queensway, Birmingham",""
2012,"Birmingham","Soho Rd",""
2012,"Birmingham","Soho Rd",""
2012,"Birmingham","Soho Rd",""
2012,"Birmingham","Soho Rd",""
2012,"Birmingham","Soho Rd, Handsworth",""
2012,"Birmingham","Spical St",""
2012,"Birmingham","Spiceal St, Bullring",""
2012,"Birmingham","Springhill Winson Green",""
2012,"Birmingham","St Johns Walk",""
2012,"Birmingham","St Martins Church, Bullring",""
2012,"Birmingham","St Martins Church, Bullring",""
2012,"Birmingham","St Martins Queensway",""
2012,"Birmingham","St Martins Square, City Centre",""
2012,"Birmingham","St Phillips Cathedral",""
2012,"Birmingham","St Phillips Churchyard, Temple Row",""
2012,"Birmingham","Star City",""
2012,"Birmingham","Star City, Birmingham",""
2012,"Birmingham","Stealhouse Ln",""
2012,"Birmingham","Steelhouse Ln",""
2012,"Birmingham","Steelhouse Ln",""
2012,"Birmingham","Steelhouse Ln City Centre",""
2012,"Birmingham","Steelhouse Ln Police Station",""
2012,"Birmingham","Suffolk St Queensway, City Centre",""
2012,"Birmingham","Summer Row, Birmingham",""
2012,"Birmingham","Summer Row, Birmingham",""
2012,"Birmingham","Summer Row,City Centre",""
2012,"Birmingham","Tanhouse Fish Bar",""
2012,"Birmingham","Tescos, Aston",""
2012,"Birmingham","Tescos, New St",""
2012,"Birmingham","Tew Park Rd Handsworth",""
2012,"Birmingham","The Arcadian Centre",""
2012,"Birmingham","The Bullring,",""
2012,"Birmingham","The Review Bar, Arcadian, Birmingham",""
2012,"Birmingham","Thimblemill Rd, Smethwick",""
2012,"Birmingham","Three Shires Oak Rd, Bearwood",""
2012,"Birmingham","Union Passage",""
2012,"Birmingham","Union St, City Centre",""
2012,"Birmingham","Upper Bull St O/S Priory Court",""
2012,"Birmingham","Upper Dean St",""
2012,"Birmingham","Upper Dean St, Birmingham",""
2012,"Birmingham","Vauxhall Rd, Neachells",""
2012,"Birmingham","Vauxhall Rd, Neachells",""
2012,"Birmingham","Vicarage Rd,Handsworth",""
2012,"Birmingham","Vicarge Rd, Edgbaston",""
2012,"Birmingham","Victoria Square",""
2012,"Birmingham","Victoria Square",""
2012,"Birmingham","Victoria Square",""
2012,"Birmingham","Victoria Square Step, Birmingham",""
2012,"Birmingham","Victoria Square City Centre",""
2012,"Birmingham","Villa Rd,Lozells",""
2012,"Birmingham","Wallface, West Bromwich",""
2012,"Birmingham","Waters St",""
2012,"Birmingham","Waverhill Park, Handsworth",""
2012,"Birmingham","Waverly Hill Park",""
2012,"Birmingham","Wellington Crescent, Handsworth, Birmingham",""
2012,"Birmingham","West Ave, Handsworth Wood",""
2012,"Birmingham","Whitmore St",""
2012,"Birmingham","Whitmore St, Bordesley Green",""
2012,"Birmingham","Whitomore St",""
2012,"Birmingham","Willes Rd",""
2012,"Birmingham","Winson St",""
2012,"Birmingham","Winson St",""
2012,"Birmingham","Witton Lodge Rd, Erdington",""
2012,"Birmingham","Wright St,Small Heath",""
2012,"Birmingham","Wrottesley St",""
2012,"Coventry","Gosford St",""
2012,"Coventry","Albany Ph",""
2012,"Coventry","Allard Way, Coventry",""
2012,"Coventry","Allesley Old Rd,Coventry",""
2012,"Coventry","Allton Rd",""
2012,"Coventry","Ansty Rd",""
2012,"Coventry","Arena Park, Coventry",""
2012,"Coventry","Beake Avneue",""
2012,"Coventry","Beake Avneue",""
2012,"Coventry","Beake Avneue",""
2012,"Coventry","Bedlam Ln",""
2012,"Coventry","Bedlam Rd",""
2012,"Coventry","Birmingham International",""
2012,"Coventry","Birmingham International Railway Station",""
2012,"Coventry","Blackberry Ln",""
2012,"Coventry","Bowers Close",""
2012,"Coventry","Britannia Hotel",""
2012,"Coventry","Broad Park Rd",""
2012,"Coventry","Broadgate",""
2012,"Coventry","Calcott House, Chace Ave, Coventry",""
2012,"Coventry","Car Park Arena Park",""
2012,"Coventry","Carmelite Rd",""
2012,"Coventry","Chace Ave Police Staion, Front Office",""
2012,"Coventry","Clay Ln",""
2012,"Coventry","Concourse Sky Dome",""
2012,"Coventry","Corporation St",""
2012,"Coventry","Corporation St",""
2012,"Coventry","Corporation St",""
2012,"Coventry","Corporation St",""
2012,"Coventry","Coundon Wedge Drive Coventry",""
2012,"Coventry","Coventry Central Police Station",""
2012,"Coventry","Coventry Central Police Station",""
2012,"Coventry","Coventry Oak Ph",""
2012,"Coventry","Cox St Coventry",""
2012,"Coventry","Croft Rd",""
2012,"Coventry","Croft Rd",""
2012,"Coventry","Croft Rd Coventry",""
2012,"Coventry","Cross Cheaping",""
2012,"Coventry","Cvfo",""
2012,"Coventry","Cvfo",""
2012,"Coventry","Cvfo",""
2012,"Coventry","Cvfo",""
2012,"Coventry","Denham Ave",""
2012,"Coventry","Earlsdon St",""
2012,"Coventry","Elliman Gardens",""
2012,"Coventry","Ellys Rd,Radford",""
2012,"Coventry","Far Gosford St",""
2012,"Coventry","Far Gosford St",""
2012,"Coventry","Flying Standard",""
2012,"Coventry","Flying Standard, Trinity St, Coventry",""
2012,"Coventry","Foleshill Rd",""
2012,"Coventry","Foleshill Rd",""
2012,"Coventry","Foleshill Rd",""
2012,"Coventry","Foleshill Rd, Coventry",""
2012,"Coventry","Front Office",""
2012,"Coventry","Front Office",""
2012,"Coventry","Front Office Car Park,Little Park St,Coventry",""
2012,"Coventry","Front Office, Little Park St, Coventry",""
2012,"Coventry","Gosford St",""
2012,"Coventry","Gosford St",""
2012,"Coventry","Gosford St, Coventry",""
2012,"Coventry","Grangemouth Rd",""
2012,"Coventry","Hale St",""
2012,"Coventry","Hale St",""
2012,"Coventry","Hales St",""
2012,"Coventry","Hales St",""
2012,"Coventry","Hampton Rd Coventry",""
2012,"Coventry","Harnall Ln West, Coventry",""
2012,"Coventry","Harnell Ln East",""
2012,"Coventry","Harnell Ln East",""
2012,"Coventry","Harper Rd, Coventry",""
2012,"Coventry","Harper Rd, Coventry",""
2012,"Coventry","Heath Rd",""
2012,"Coventry","Hersal Common",""
2012,"Coventry","Hertford St",""
2012,"Coventry","Hollybush Ph",""
2012,"Coventry","Hollybush Ph",""
2012,"Coventry","Holyhead Rd, Coventry",""
2012,"Coventry","Homer Rd",""
2012,"Coventry","Jardine Crescent",""
2012,"Coventry","Jordan Well",""
2012,"Coventry","Jtn 5 Coventry Ring Rd",""
2012,"Coventry","Jubilee Crescent",""
2012,"Coventry","Kasbah",""
2012,"Coventry","Kasbah Night Club, Coventry",""
2012,"Coventry","Kenilworth Rd,Coventry",""
2012,"Coventry","King William St, Coventry",""
2012,"Coventry","Little Park St",""
2012,"Coventry","Little Park St,Coventry",""
2012,"Coventry","Little Park St",""
2012,"Coventry","Little Park St",""
2012,"Coventry","Little Park St",""
2012,"Coventry","Little Park St",""
2012,"Coventry","Little Park St, City Centre",""
2012,"Coventry","Longford",""
2012,"Coventry","Longford Rd",""
2012,"Coventry","Lower Ford St",""
2012,"Coventry","Lower Ford St",""
2012,"Coventry","Lower Holyhead Rd, Coventry",""
2012,"Coventry","Lyndale Rd",""
2012,"Coventry","Ma Front Office",""
2012,"Coventry","Mafo",""
2012,"Coventry","Mafo",""
2012,"Coventry","Market Way, Coventry",""
2012,"Coventry","Marlcroft",""
2012,"Coventry","Masser Rd",""
2012,"Coventry","Masser Rd",""
2012,"Coventry","Masser Rd",""
2012,"Coventry","Masser Rd",""
2012,"Coventry","Masser Rd",""
2012,"Coventry","Mb Front Office",""
2012,"Coventry","Mcfo",""
2012,"Coventry","Meadow St",""
2012,"Coventry","Middlemarch Rd",""
2012,"Coventry","Middlemarch Rd,Radford,Coventry",""
2012,"Coventry","Mile Ln",""
2012,"Coventry","Mile Ln",""
2012,"Coventry","Millennium Place",""
2012,"Coventry","Moore St",""
2012,"Coventry","Murray Rd",""
2012,"Coventry","New Union St",""
2012,"Coventry","New Union St",""
2012,"Coventry","New Union St",""
2012,"Coventry","Outside Cvfo",""
2012,"Coventry","Oxford St, Coventry",""
2012,"Coventry","Penny Park Ln",""
2012,"Coventry","Pensilva Close, Hillfields",""
2012,"Coventry","Pool Meadow Bus Station",""
2012,"Coventry","Pool Meadow Bus Station",""
2012,"Coventry","Pool Meadow Bus Station",""
2012,"Coventry","Pool Meadow Bus Station, Coventry",""
2012,"Coventry","Pool Meadow Bus Station",""
2012,"Coventry","Pool Meadow Police Station, Coventry",""
2012,"Coventry","Primrose Hill St Coventry",""
2012,"Coventry","Primrose Hill St",""
2012,"Coventry","Primrose Hill St",""
2012,"Coventry","Primrose Hill St",""
2012,"Coventry","Priory Hall",""
2012,"Coventry","Quarry Wood Grove",""
2012,"Coventry","Quinton Rd",""
2012,"Coventry","Raglan St",""
2012,"Coventry","Ramada Hotel",""
2012,"Coventry","Rear Of Clique, Hale St",""
2012,"Coventry","Rear Yard, Coventry Central Police Station",""
2012,"Coventry","Ricoh Arena",""
2012,"Coventry","Ricoh Arena",""
2012,"Coventry","Riley Square",""
2012,"Coventry","Ringway Queens",""
2012,"Coventry","Roseberry Ave, Coventry",""
2012,"Coventry","Samuel Vale House, St Nicholas St",""
2012,"Coventry","Samuel Vale House, St Nicholas St",""
2012,"Coventry","Sewall Highway",""
2012,"Coventry","Sewell Highway",""
2012,"Coventry","Sky Dome",""
2012,"Coventry","Sky Dome",""
2012,"Coventry","Sky Dome",""
2012,"Coventry","Sky Dome",""
2012,"Coventry","Sky Dome",""
2012,"Coventry","Sky Dome",""
2012,"Coventry","Sky Dome, Coventry",""
2012,"Coventry","Skydome",""
2012,"Coventry","Skydome",""
2012,"Coventry","Skydome",""
2012,"Coventry","Skydome Carpark",""
2012,"Coventry","Skydome Carpark",""
2012,"Coventry","Skydome Carpark",""
2012,"Coventry","Skydome Complex",""
2012,"Coventry","Skydome Complex",""
2012,"Coventry","Skydome Complex",""
2012,"Coventry","Skydome Complex",""
2012,"Coventry","Skydome Concourse",""
2012,"Coventry","Skydome Concourse",""
2012,"Coventry","Skydome Concourse",""
2012,"Coventry","Skydome Concourse",""
2012,"Coventry","Skydome Concourse",""
2012,"Coventry","Skydome Concourse",""
2012,"Coventry","Skydome Concourse",""
2012,"Coventry","Skydome Concourse,Coventry",""
2012,"Coventry","Skydome Concourse,Coventry",""
2012,"Coventry","Skydome Concourse, Coventry City Centre",""
2012,"Coventry","Skydome Concourse, Coventry",""
2012,"Coventry","Skydome Concourse",""
2012,"Coventry","Skydome Coventry",""
2012,"Coventry","Somerset Rd",""
2012,"Coventry","Spon St Coventry",""
2012,"Coventry","Spon St",""
2012,"Coventry","Spon St",""
2012,"Coventry","Spon St",""
2012,"Coventry","Spon St",""
2012,"Coventry","Spon St",""
2012,"Coventry","Spon St, Coventry",""
2012,"Coventry","Spon St, Coventry",""
2012,"Coventry","Spon St, Coventry",""
2012,"Coventry","Spon St, Coventry",""
2012,"Coventry","St Patricks Rd",""
2012,"Coventry","St Thomas Rd, Longford, Coventry",""
2012,"Coventry","Station Square, Coventry",""
2012,"Coventry","Station Square, Coventry",""
2012,"Coventry","Station Square, Coventry",""
2012,"Coventry","Stoney Stanton Rd",""
2012,"Coventry","Stoney Stanton Rd",""
2012,"Coventry","Stoney Stanton Rd",""
2012,"Coventry","Stoney Stanton Rd",""
2012,"Coventry","Stoney Stanton Rd",""
2012,"Coventry","Stoney Stanton Rd",""
2012,"Coventry","Tamworth Rd",""
2012,"Coventry","Tanyard Close,Tanyard Farm,Coventry",""
2012,"Coventry","Tarquin Close",""
2012,"Coventry","Taxi Rank Train Station Coventry",""
2012,"Coventry","The Burges",""
2012,"Coventry","The Burgess",""
2012,"Coventry","The Burgess",""
2012,"Coventry","The Butts",""
2012,"Coventry","The Castle Pub, Little Park St,Coventry",""
2012,"Coventry","The Chesils",""
2012,"Coventry","The Flying Standard Public House",""
2012,"Coventry","The Grapes Ph O/S",""
2012,"Coventry","Trafalgar House",""
2012,"Coventry","Trinity St",""
2012,"Coventry","Trinity St",""
2012,"Coventry","Trinity St",""
2012,"Coventry","Trinity St",""
2012,"Coventry","Uhcw",""
2012,"Coventry","University Hospital",""
2012,"Coventry","University Hospital Coventry",""
2012,"Coventry","Unniversity Hospital, Coventry",""
2012,"Coventry","Upper Spon St",""
2012,"Coventry","Victoria St",""
2012,"Coventry","Wallace Rd",""
2012,"Coventry","Walsgrave Hospital",""
2012,"Coventry","Walsgrave Rd",""
2012,"Coventry","Walsgrave Rd",""
2012,"Coventry","Warwick Rd",""
2012,"Coventry","Warwick Row Coventry",""
2012,"Coventry","West Ave",""
2012,"Coventry","Willenhall Ln",""
2012,"Coventry","Willenhall Ln",""
2012,"Coventry","Windsor St",""
2012,"Coventry","Windsor St",""
2012,"Coventry","Winsor St",""
2012,"Coventry","Woodway Ln,Coventry",""
2012,"Coventry","Wyken Croft",""
2012,"Coventry","Yardley St",""
2012,"Dudley","Hagley Rd Halesowen",""
2012,"Dudley","Bachelor Close",""
2012,"Dudley","Bearwood Rd, Bearwood",""
2012,"Dudley","Bell St, Stourbridge",""
2012,"Dudley","Bhan Rd,",""
2012,"Dudley","Bhps Front Office",""
2012,"Dudley","Birmingham New Rd",""
2012,"Dudley","Birmingham St, Stourbridge",""
2012,"Dudley","Birmingham St, Stourbridge",""
2012,"Dudley","Bridfgnorth Rd, Stourbridge",""
2012,"Dudley","Brierley Hill High St",""
2012,"Dudley","Bus Station Dudley",""
2012,"Dudley","Bus Station, Merry Hill Centre",""
2012,"Dudley","Castle Hill, Dudley",""
2012,"Dudley","Castle Hill, Dudley",""
2012,"Dudley","Charles Ave",""
2012,"Dudley","Church St, B Hill",""
2012,"Dudley","Church St, Stourbridge",""
2012,"Dudley","Cinder Bank Dudley",""
2012,"Dudley","Clifton Ph Sedgley",""
2012,"Dudley","Clydesdale Tower",""
2012,"Dudley","Cobden St",""
2012,"Dudley","Corbett Crescent Stourbridge",""
2012,"Dudley","Coventry St",""
2012,"Dudley","Delph Rd, B Hill",""
2012,"Dudley","Dingle Rd Dudley",""
2012,"Dudley","Dudley Bus Station",""
2012,"Dudley","Dudley High St",""
2012,"Dudley","Dudley Police Station",""
2012,"Dudley","Envill St, Stourbridge",""
2012,"Dudley","Enville St Stourbridge",""
2012,"Dudley","Front Office Brierley Hill Police Station",""
2012,"Dudley","Gaimage St",""
2012,"Dudley","Hagley Rd",""
2012,"Dudley","Hagley Rd Stourbridge",""
2012,"Dudley","Halesowen Bus Station",""
2012,"Dudley","Halesowen Bus Station",""
2012,"Dudley","Halesowen Police Station",""
2012,"Dudley","Hall St Dudley",""
2012,"Dudley","Harvester, Hagley Rd",""
2012,"Dudley","High St, Brierley Hill",""
2012,"Dudley","High St Bhill",""
2012,"Dudley","High St Dudley",""
2012,"Dudley","High St Stourbridge",""
2012,"Dudley","High St Stourbridge",""
2012,"Dudley","High St, B Hill",""
2012,"Dudley","High St, Lye",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St",""
2012,"Dudley","High St",""
2012,"Dudley","High St",""
2012,"Dudley","High St",""
2012,"Dudley","High St",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St Brierley Hill",""
2012,"Dudley","High St Brierley Hill",""
2012,"Dudley","High St Brierley Hill",""
2012,"Dudley","High St Stourbridge",""
2012,"Dudley","High St Stourbridge",""
2012,"Dudley","High St Stourbridge",""
2012,"Dudley","High St Stourbridge",""
2012,"Dudley","High St Stourbridge",""
2012,"Dudley","High St, Dudley",""
2012,"Dudley","High St, Lye",""
2012,"Dudley","High St, Lye",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","High St, Stourbridge",""
2012,"Dudley","Highland Rd, Dudley",""
2012,"Dudley","Hill St, Brierley Hill",""
2012,"Dudley","Hillside Rd",""
2012,"Dudley","Home Address",""
2012,"Dudley","Level St, Brierley Hill",""
2012,"Dudley","Lye High St",""
2012,"Dudley","Malvern Crescent",""
2012,"Dudley","Market St, Kford",""
2012,"Dudley","Merry Hill",""
2012,"Dudley","New St",""
2012,"Dudley","New St Dudley",""
2012,"Dudley","New St Dudley",""
2012,"Dudley","New St, Dudley",""
2012,"Dudley","North St, Dudley",""
2012,"Dudley","Norton Rd",""
2012,"Dudley","Oakfield Rd Wollescote",""
2012,"Dudley","Os Bhps",""
2012,"Dudley","Overend Rd",""
2012,"Dudley","Park Rd Netherton",""
2012,"Dudley","Pedmore Rd,Lye",""
2012,"Dudley","Quarry Bank High St",""
2012,"Dudley","Queens Way Halesowen",""
2012,"Dudley","Springfield Rd, Blackheath",""
2012,"Dudley","St Michaels St West Bromwich",""
2012,"Dudley","Stourbridge High St",""
2012,"Dudley","Stourbridge High St",""
2012,"Dudley","Stourbridge High St",""
2012,"Dudley","Stourbridge High St",""
2012,"Dudley","Stourbridge High St",""
2012,"Dudley","Stourbridge High St",""
2012,"Dudley","Stourbridge Town Centre",""
2012,"Dudley","Sunderland Drive Amblecote",""
2012,"Dudley","Sunderland Drive Amblecote",""
2012,"Dudley","Sunderland Drive Amblecote",""
2012,"Dudley","Sunderland Drive Amblecote",""
2012,"Dudley","The Forge, Cradley Heath",""
2012,"Dudley","Tower St, Dudley",""
2012,"Dudley","Tower St, Dudley",""
2012,"Dudley","Trident Centre, Dudley",""
2012,"Dudley","Wolverhampton St Dudley",""
2012,"Dudley","Worcester St, Stourbridge",""
2012,"Dudley","Worcester St, Stourbridge",""
2012,"Dudley","Worcester St, Stourbridge",""
2012,"Dudley","Worcester St, Stourbridge",""
2012,"Dudley","Worcester St, Stourbridge",""
2012,"Solihull","Anchor Ln",""
2012,"Solihull","Apres Solihull Town Centre",""
2012,"Solihull","Aspen Dr Cwtc",""
2012,"Solihull","Bham International",""
2012,"Solihull","Bham International",""
2012,"Solihull","Bhx",""
2012,"Solihull","Bhx",""
2012,"Solihull","Bhx",""
2012,"Solihull","Bhx Terminal 1",""
2012,"Solihull","Birch Croft",""
2012,"Solihull","Birmingham Airport",""
2012,"Solihull","Birmingham International Airport",""
2012,"Solihull","Blossomfield Rd, Solihull",""
2012,"Solihull","Boldmere Gate",""
2012,"Solihull","Bosworth Drive",""
2012,"Solihull","Bp Warwick Rd Olton",""
2012,"Solihull","Bradford Rd, Castle Brom",""
2012,"Solihull","Burges",""
2012,"Solihull","Burges",""
2012,"Solihull","Campden Green",""
2012,"Solihull","Chapelhouse Rd",""
2012,"Solihull","Chester Rd",""
2012,"Solihull","Chester Rd",""
2012,"Solihull","Chester Rd",""
2012,"Solihull","Chester Rd, Castlebromwich",""
2012,"Solihull","Chester Rd, Kingshurst",""
2012,"Solihull","Churchill Rd, Solihull",""
2012,"Solihull","Clopton Crescent",""
2012,"Solihull","Clopton Crescent",""
2012,"Solihull","Cooks Ln, Chelmsley Wood",""
2012,"Solihull","Drury Ln",""
2012,"Solihull","Drury Ln,Solihull",""
2012,"Solihull","Farthings Ph Green Ln",""
2012,"Solihull","Forth Drive, Chelmsley Wood",""
2012,"Solihull","Glebe Rd, Solihull",""
2012,"Solihull","Green Ln, Shirley",""
2012,"Solihull","Greville Pub, Solihull, Birmingham",""
2012,"Solihull","Harvester Pub Solihull",""
2012,"Solihull","Heaton Rd Solihull",""
2012,"Solihull","Helmsford Drive",""
2012,"Solihull","Helmswood Drive",""
2012,"Solihull","High St Knowle",""
2012,"Solihull","High St Solihull",""
2012,"Solihull","High St Solihull",""
2012,"Solihull","High St Solihull",""
2012,"Solihull","High St Solihull",""
2012,"Solihull","High St, Solihull",""
2012,"Solihull","High St, Solihull",""
2012,"Solihull","High St, Solihull",""
2012,"Solihull","High St",""
2012,"Solihull","High St",""
2012,"Solihull","High St",""
2012,"Solihull","High St",""
2012,"Solihull","High St",""
2012,"Solihull","High St Os Hogs Head",""
2012,"Solihull","High St, Solihull",""
2012,"Solihull","High St Solihull",""
2012,"Solihull","High St Solihull",""
2012,"Solihull","High St Solihull",""
2012,"Solihull","High St, Solihull",""
2012,"Solihull","Homer Rd",""
2012,"Solihull","Homer Rd",""
2012,"Solihull","Homer Rd Solihull",""
2012,"Solihull","Hurst Ln North J/W Green Ln",""
2012,"Solihull","Kilcote Rd, Shirley",""
2012,"Solihull","Knowle Park",""
2012,"Solihull","Lode Ln, Solihull, Birmingham",""
2012,"Solihull","London Rd",""
2012,"Solihull","M42",""
2012,"Solihull","Mc Donalds High St Solihull",""
2012,"Solihull","Mell Square",""
2012,"Solihull","Mortons, Dickens Heath, Solihull",""
2012,"Solihull","Nec",""
2012,"Solihull","O/S Bangor House, Forth Drive, Chelmsley Wood",""
2012,"Solihull","O/S Hoggs Head Ph, Poplar Rd, Solihull",""
2012,"Solihull","O/S Hoggs Head Poplar Way Solihull",""
2012,"Solihull","O/S Kings High St, Solihull",""
2012,"Solihull","O/S Kings, Solihull",""
2012,"Solihull","O/S Langley Hall Social Club, Langley Hall Rd, Olton",""
2012,"Solihull","O/S Touchwood Centre Poplar Rd Solihull",""
2012,"Solihull","Olton Railway Station",""
2012,"Solihull","Olton Tavern",""
2012,"Solihull","Os Assembly Rooms, Poplar Rd, Solihull",""
2012,"Solihull","Os Masons Ph, High St Solihull",""
2012,"Solihull","Os Solihull Hospital",""
2012,"Solihull","Os Solihull Hospital",""
2012,"Solihull","Os Solihull Hospital",""
2012,"Solihull","Outside The Waterside Bar",""
2012,"Solihull","Pine Square Chelsmley Wood",""
2012,"Solihull","Plume Of Feathers Public House, Stratford Rd, Shirley",""
2012,"Solihull","Poplar Ave,Solihull",""
2012,"Solihull","Poplar Rd",""
2012,"Solihull","Poplar Rd Solihull",""
2012,"Solihull","Poplar Rd Solihull Town Cebtre",""
2012,"Solihull","Poplar Rd Solihull Town Centre",""
2012,"Solihull","Poplar Rd Town Centre Solihull",""
2012,"Solihull","Poplar Rd, Solihull",""
2012,"Solihull","Poplar Rd",""
2012,"Solihull","Poplar Rd",""
2012,"Solihull","Poplar Rd",""
2012,"Solihull","Poplar Rd",""
2012,"Solihull","Poplar Rd",""
2012,"Solihull","Poplar Rd",""
2012,"Solihull","Poplar Rd Solihull",""
2012,"Solihull","Poplar Rd Solihull",""
2012,"Solihull","Poplar Rd Solihull",""
2012,"Solihull","Poplar Rd, Solihull",""
2012,"Solihull","Poplar Rd, Solihull",""
2012,"Solihull","Poplar Rd, Solihull",""
2012,"Solihull","Poplar Rd, Solihull",""
2012,"Solihull","Poplar Way",""
2012,"Solihull","Ppoplar Rd",""
2012,"Solihull","Premier Inn, Stratford Rd",""
2012,"Solihull","Radlow Crescent, Marston Green",""
2012,"Solihull","Ramada Hotel",""
2012,"Solihull","Rover Drive",""
2012,"Solihull","Rover Drive",""
2012,"Solihull","Saddlers Arms",""
2012,"Solihull","Shirral Grove",""
2012,"Solihull","Solihull High St",""
2012,"Solihull","Solihull High St",""
2012,"Solihull","Solihull Town Centre",""
2012,"Solihull","Solihull Town Centre",""
2012,"Solihull","Solihull Town Centre",""
2012,"Solihull","Solihull Town Centre",""
2012,"Solihull","Station Rd Solihull",""
2012,"Solihull","Station Rd",""
2012,"Solihull","Station Rd",""
2012,"Solihull","Station Rd Solihull",""
2012,"Solihull","Station Rd, Solihull",""
2012,"Solihull","Stratford Rd",""
2012,"Solihull","Stratford Rd Shirley",""
2012,"Solihull","The Bear At Berkswell",""
2012,"Solihull","The Cresent Solihull",""
2012,"Solihull","The Radleys",""
2012,"Solihull","Three Horseshoes, Sheldon",""
2012,"Solihull","Touchwood Centre",""
