"Year","Area","Street","Street.2"
2012,"Birmingham","William Hill, Wylde Green",""
2012,"Birmingham","Witton Lodge Rd",""
2012,"Birmingham","Woodacre Rd, Erdington",""
2012,"Birmingham","Woodacre Rd, Erdington",""
2012,"Birmingham","Woodacre Rd, Erdington",""
2012,"Birmingham","Woodington Rd",""
2012,"Birmingham","Wootton Grove, Kingstanding, Birmingham",""
2012,"Birmingham","Yatesbury Ave, Castle Vale",""
2012,"Birmingham","A38 Northfield",""
2012,"Birmingham","Abdon Ave",""
2012,"Birmingham","Alcester Rd",""
2012,"Birmingham","Alcester Rd South",""
2012,"Birmingham","Aldersmead Rd",""
2012,"Birmingham","Alwold Rd",""
2012,"Birmingham","Belgrave Middleway",""
2012,"Birmingham","Black Horse Public House Carpark",""
2012,"Birmingham","Boleyn Rd",""
2012,"Birmingham","Bomerfield Rd",""
2012,"Birmingham","Bond St, City Centre",""
2012,"Birmingham","Bournville Ln",""
2012,"Birmingham","Bournville Ln",""
2012,"Birmingham","Bournville Ln Front Office",""
2012,"Birmingham","Bournville Ln Police Station",""
2012,"Birmingham","Bournville P S",""
2012,"Birmingham","Bournville Police Station",""
2012,"Birmingham","Braceby Ave",""
2012,"Birmingham","Brandwood Park Rd",""
2012,"Birmingham","Bristol Rd South, Northfield",""
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol Rd Northfield",""
2012,"Birmingham","Bristol Rd Opposite Royal Orthopaedic",""
2012,"Birmingham","Bristol Rd Selly Oak",""
2012,"Birmingham","Bristol Rd Selly Oak",""
2012,"Birmingham","Bristol Rd Selly Oak",""
2012,"Birmingham","Bristol Rd Selly Oak",""
2012,"Birmingham","Bristol Rd Selly Oak",""
2012,"Birmingham","Bristol Rd Selly Oak Near Gun Barrels Ph",""
2012,"Birmingham","Bristol Rd South",""
2012,"Birmingham","Bristol Rd South",""
2012,"Birmingham","Bristol Rd, Bournville",""
2012,"Birmingham","Bristol Rd, Selly Oak",""
2012,"Birmingham","Brook Ln Billesley",""
2012,"Birmingham","Brookfield Rd",""
2012,"Birmingham","Bunbury Rd",""
2012,"Birmingham","Church Rd",""
2012,"Birmingham","Church Rd, Edgbaston",""
2012,"Birmingham","Church Rd, Moseley",""
2012,"Birmingham","City Rd",""
2012,"Birmingham","Corn Mill Close Bartley Green",""
2012,"Birmingham","Cotteridge Island",""
2012,"Birmingham","Devon Rd",""
2012,"Birmingham","Dogpool Ln",""
2012,"Birmingham","Each Way Ln, Rubery",""
2012,"Birmingham","Edgewood Rd",""
2012,"Birmingham","Edgwood Rd",""
2012,"Birmingham","Edward Rd, Balsall Heath",""
2012,"Birmingham","Fordhouse Ln",""
2012,"Birmingham","Fredrick Rd",""
2012,"Birmingham","Gillot Rd, Edgbaston",""
2012,"Birmingham","Gillott Rd, Edgbaston",""
2012,"Birmingham","Gorsley Piece",""
2012,"Birmingham","Great Park Public House, Rubery",""
2012,"Birmingham","Great Park Rubery",""
2012,"Birmingham","Grovelly Ln",""
2012,"Birmingham","Hagley Rd",""
2012,"Birmingham","Hagley Rd",""
2012,"Birmingham","Hagley Rd",""
2012,"Birmingham","Hagley Rd",""
2012,"Birmingham","Hagley Rd",""
2012,"Birmingham","Hagley Rd, Birmingham",""
2012,"Birmingham","Hagley Rd, Edgbaston",""
2012,"Birmingham","Hagley Rd, Edgbaston",""
2012,"Birmingham","Harborne Hall, Hotel, Harborne",""
2012,"Birmingham","Harborne Park Rd",""
2012,"Birmingham","Harbourne High St",""
2012,"Birmingham","Haunch Ln",""
2012,"Birmingham","Hawkshurst Rd",""
2012,"Birmingham","Healey Rd, Selly Oak",""
2012,"Birmingham","Heather House, Kings Norton",""
2012,"Birmingham","Heaton Drive",""
2012,"Birmingham","Hgaley Rd",""
2012,"Birmingham","High St Harborne",""
2012,"Birmingham","High St Harborne",""
2012,"Birmingham","High St Harborne",""
2012,"Birmingham","High St Harborne",""
2012,"Birmingham","High St Harborne",""
2012,"Birmingham","High St Harborne",""
2012,"Birmingham","High St Harbourne",""
2012,"Birmingham","High St Hraborn",""
2012,"Birmingham","High St, Haborne",""
2012,"Birmingham","High St, Harbourne",""
2012,"Birmingham","Hillwood Rd",""
2012,"Birmingham","Hindhead Rd",""
2012,"Birmingham","Hisgh St Stourbridege",""
2012,"Birmingham","Hollybank Rd",""
2012,"Birmingham","Holybank Rd",""
2012,"Birmingham","Houldy Rd",""
2012,"Birmingham","Hubert Croft",""
2012,"Birmingham","Hurst St",""
2012,"Birmingham","Jenners Ln",""
2012,"Birmingham","Jowetts Ln",""
2012,"Birmingham","Katie Rd",""
2012,"Birmingham","Kitwell Ln",""
2012,"Birmingham","Linden Rd",""
2012,"Birmingham","Linden Rd",""
2012,"Birmingham","Lofthouse Crescent",""
2012,"Birmingham","Longbridge Ln",""
2012,"Birmingham","Lottie Rd Selly Oak",""
2012,"Birmingham","Lynsey Ave, Northfield",""
2012,"Birmingham","Masshouse Ph",""
2012,"Birmingham","Maypole Grove",""
2012,"Birmingham","Merritts Brook Ln, Northfield",""
2012,"Birmingham","Metchley Ln, Harborne",""
2012,"Birmingham","Metchley Park Rd",""
2012,"Birmingham","Miles Rd",""
2012,"Birmingham","Millbrook Drive Northfield",""
2012,"Birmingham","Milner Rd",""
2012,"Birmingham","Moor St",""
2012,"Birmingham","Moor St Railway Station",""
2012,"Birmingham","Morrisons, Rubery",""
2012,"Birmingham","Navigation Pub, Kings Norton",""
2012,"Birmingham","Newbury Ln",""
2012,"Birmingham","Norhtfield High St",""
2012,"Birmingham","Northfield Rd, Northfield",""
2012,"Birmingham","Outside Goose Public House, Bristol Rd, Selly Oak",""
2012,"Birmingham","Park Way Rubery",""
2012,"Birmingham","Parkdale Drive",""
2012,"Birmingham","Payne St",""
2012,"Birmingham","Pershore Rd",""
2012,"Birmingham","Pershore Rd",""
2012,"Birmingham","Pershore Rd",""
2012,"Birmingham","Pershore Rd",""
2012,"Birmingham","Pershore Rd Cotteridge",""
2012,"Birmingham","Pershore Rd South",""
2012,"Birmingham","Piddock Rd",""
2012,"Birmingham","Piddock Rd Smethwick",""
2012,"Birmingham","Piddock Rd Smethwick",""
2012,"Birmingham","Piddock Rd Smethwick",""
2012,"Birmingham","Pineapple Rd",""
2012,"Birmingham","Premier Inn, Great Park",""
2012,"Birmingham","Priory Rd",""
2012,"Birmingham","Q E A And E Metchley Park Rd",""
2012,"Birmingham","Qe Hospital",""
2012,"Birmingham","Queen Elizabeth Hospital",""
2012,"Birmingham","Queen Elizabeth Hospital",""
2012,"Birmingham","Quinton Rd",""
2012,"Birmingham","Ridgeacre Rd",""
2012,"Birmingham","Ridgeacre Rd",""
2012,"Birmingham","Safernake Close",""
2012,"Birmingham","Sandon Rd",""
2012,"Birmingham","Sandon Rd, Edgbaston",""
2012,"Birmingham","Selly Oak Railway Station",""
2012,"Birmingham","Selly Oak Railway Station",""
2012,"Birmingham","Shannon Rd",""
2012,"Birmingham","Shenly Ln",""
2012,"Birmingham","Sir Herbert Austin Way",""
2012,"Birmingham","Smithy Hotel, Hagley Rd",""
2012,"Birmingham","Solihull High St",""
2012,"Birmingham","St Mary S Hospice",""
2012,"Birmingham","Stonehouse Ln",""
2012,"Birmingham","Stonehouse Public House",""
2012,"Birmingham","Stratford Rd",""
2012,"Birmingham","The Fold",""
2012,"Birmingham","The Navigation Public House, Kings Norton",""
2012,"Birmingham","Tiverton Rd",""
2012,"Birmingham","Trittiford Rd",""
2012,"Birmingham","University Birmingham",""
2012,"Birmingham","Victoria Steet Small Heath",""
2012,"Birmingham","Wareham Rd",""
2012,"Birmingham","Warwick Crest",""
2012,"Birmingham","Watford Rd Coteridge",""
2012,"Birmingham","Wellington Rd",""
2012,"Birmingham","Wellington Rd",""
2012,"Birmingham","Wellington Rd",""
2012,"Birmingham","West Boulevard",""
2012,"Birmingham","West Cliff Place",""
2012,"Birmingham","White Horse Public House",""
2012,"Birmingham","Willetts Rd, Turves Green",""
2012,"Birmingham","Woodthrop Rd",""
2012,"Birmingham","Worlds End Ln, Quinton",""
2012,"Birmingham","Wychal Ln",""
2012,"Birmingham","Wychal Ln",""
2012,"Birmingham","Wychal Ln",""
2012,"Birmingham","Wychall Rd, Kings Norton",""
2012,"Birmingham","Ymca Stone Rd",""
2012,"Birmingham","York Ph York Rd",""
2012,"Birmingham","A38 Expressway, Birmingham",""
2012,"Birmingham","Aberdeen St Winson Green",""
2012,"Birmingham","Adcadian Centre Ladywell Walk",""
2012,"Birmingham","Alexander Ave",""
2012,"Birmingham","Alley Way Off Arcadian Palace, Hurst St",""
2012,"Birmingham","Applewood Grove Cradley Heath",""
2012,"Birmingham","Arca Bar, City Centre",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre Ladywell Walk",""
2012,"Birmingham","Arcadian Centre, Birmingham",""
2012,"Birmingham","Arcadian Centre, City Centre",""
2012,"Birmingham","Arcadian Centre, City Centre, Birmingham",""
2012,"Birmingham","Arcadian Centre,City Centre",""
2012,"Birmingham","Arcadian City Centre",""
2012,"Birmingham","Arcadian,",""
2012,"Birmingham","Arcadian, Birmingham",""
2012,"Birmingham","Arcadian, Birmingham",""
2012,"Birmingham","Arcadian, City Centre",""
2012,"Birmingham","Arcadian, City Centre",""
2012,"Birmingham","Arcadian, City Centre",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arka Bar, Arcadian Bar",""
2012,"Birmingham","Aston Hotel, Witton Ln",""
2012,"Birmingham","Aston Police Station",""
2012,"Birmingham","Aston St, City Centre",""
2012,"Birmingham","Bacchus Rd, Winson Green",""
2012,"Birmingham","Bar Risa, Broad St, Birmingham",""
2012,"Birmingham","Bennetts Hill",""
2012,"Birmingham","Berkeley St, Birmingham",""
2012,"Birmingham","Berkeley St, Birmingham City Centre",""
2012,"Birmingham","Berkley St, Birmingham",""
2012,"Birmingham","Bham Central Front Office",""
2012,"Birmingham","Bierton Rd, Yardley",""
2012,"Birmingham","Birchfield Ln Oldbury",""
2012,"Birmingham","Birkley Rd, City Centre",""
2012,"Birmingham","Birkley St, City Centre",""
2012,"Birmingham","Birmingham Central Police Station",""
2012,"Birmingham","Birmingham Central Ps",""
2012,"Birmingham","Birmingham Central Ps",""
2012,"Birmingham","Birmingham Hippodrome",""
2012,"Birmingham","Birmingham Magistrates Court",""
2012,"Birmingham","Birmingham New St Station",""
2012,"Birmingham","Birmingham New St Station",""
2012,"Birmingham","Birmingham New St Station",""
2012,"Birmingham","Bishopgate St",""
2012,"Birmingham","Bishopgate St",""
2012,"Birmingham","Bishopgate St",""
2012,"Birmingham","Bliss, Broad St",""
2012,"Birmingham","Borad St",""
2012,"Birmingham","Borad St",""
2012,"Birmingham","Bordesley Park Rd",""
2012,"Birmingham","Bp Waterlane Middleway",""
2012,"Birmingham","Bp Waterlane Middleway",""
2012,"Birmingham","Bp Waterlane Middleway",""
2012,"Birmingham","Braod St, Birmingham",""
2012,"Birmingham","Braod St, City Centre",""
2012,"Birmingham","Brass House, Broad St",""
2012,"Birmingham","Bridge St Junction Broad St",""
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol St",""
2012,"Birmingham","Bristol St, City Centre",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad City, Birmingham",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St Bham",""
2012,"Birmingham","Broad St Birmingham",""
2012,"Birmingham","Broad St City Centre",""
2012,"Birmingham","Broad St City Centre",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St O/S Obar",""
2012,"Birmingham","Broad St Birmingham",""
2012,"Birmingham","Broad St City Centre",""
2012,"Birmingham","Broad St Near Gatecrashers",""
2012,"Birmingham","Broad St O/S Flares",""
2012,"Birmingham","Broad St,",""
2012,"Birmingham","Broad St,",""
2012,"Birmingham","Broad St,",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, Birmingham",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, City Centre, Birmingham",""
2012,"Birmingham","Broad St, City Centre",""
2012,"Birmingham","Broad St, O/S Big Bites",""
2012,"Birmingham","Broad St,City Centre",""
2012,"Birmingham","Bromsgrove St",""
2012,"Birmingham","Bromsgrove St, Birmingham",""
2012,"Birmingham","Bromsgrove St, City Centre",""
2012,"Birmingham","Bull Ring",""
2012,"Birmingham","Canalside, Ramada Mailbox",""
2012,"Birmingham","Carrs Ln City Centre",""
2012,"Birmingham","Carrs Ln, Birmingham",""
2012,"Birmingham","Carrs Ln, City Centre",""
2012,"Birmingham","Carrs Ln, City Centre",""
2012,"Birmingham","Carrs Ln, City Centre",""
2012,"Birmingham","Carrs Ln, City Centre",""
2012,"Birmingham","Carrs Ln, City Centre",""
2012,"Birmingham","Carrs Ln, City Centre",""
2012,"Birmingham","Carrs Ln, City Centre",""
2012,"Birmingham","Carrs Ln, City Centre",""
2012,"Birmingham","Chamberlain Square, Birmingham",""
2012,"Birmingham","Chamberlain Square, Birmingham",""
2012,"Birmingham","Chamberlain Square, Birmingham",""
2012,"Birmingham","Chamberlain Square, City Centre",""
2012,"Birmingham","Churchill Rd",""
2012,"Birmingham","City Hospital",""
2012,"Birmingham","City Hospital",""
2012,"Birmingham","City Hospital, Birmingham",""
2012,"Birmingham","City Hospital, Birmingham",""
2012,"Birmingham","City Hospital, Birmingham",""
2012,"Birmingham","City Hospital, Dudley Rd",""
2012,"Birmingham","City Hospital,Dudley Rd",""
2012,"Birmingham","Colmore Row",""
2012,"Birmingham","Colmore Row, City Centre",""
2012,"Birmingham","Constitution Hill",""
2012,"Birmingham","Coopers Rd, Handsworth",""
2012,"Birmingham","Corporation St",""
2012,"Birmingham","Corporation St",""
2012,"Birmingham","Coxwell Rd, Ladywood",""
2012,"Birmingham","Dale End",""
2012,"Birmingham","Dale End",""
